segment_id,candidate_approval_number,approval_year,project_type_context,discipline_scope_context,segment_density,status,warning
2011|special|B04|21127|3,21127011,2011,special,B04,0.875000,verification_candidate_only,not an inferred project record
2011|youth_c|B04|21105|3,21105035,2011,youth_c,B04,0.977612,verification_candidate_only,not an inferred project record
2011|youth_c|B04|21105|3,21105083,2011,youth_c,B04,0.977612,verification_candidate_only,not an inferred project record
2011|youth_c|B04|21105|3,21105129,2011,youth_c,B04,0.977612,verification_candidate_only,not an inferred project record
2011|youth_c|B08|21106|3,21106149,2011,youth_c,B08,0.994764,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275016,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275046,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275061,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275067,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275094,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275101,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275108,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275140,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B04|21275|3,21275164,2012,general,B04,0.946746,verification_candidate_only,not an inferred project record
2012|general|B08|21276|3,21276016,2012,general,B08,0.982818,verification_candidate_only,not an inferred project record
2012|general|B08|21276|3,21276040,2012,general,B08,0.982818,verification_candidate_only,not an inferred project record
2012|general|B08|21276|3,21276059,2012,general,B08,0.982818,verification_candidate_only,not an inferred project record
2012|general|B08|21276|3,21276164,2012,general,B08,0.982818,verification_candidate_only,not an inferred project record
2012|general|B08|21276|3,21276258,2012,general,B08,0.982818,verification_candidate_only,not an inferred project record
2012|key|B01|21232|3,21232005,2012,key,B01,0.857143,verification_candidate_only,not an inferred project record
2012|regional|B04|21265|3,21265006,2012,regional,B04,0.961538,verification_candidate_only,not an inferred project record
2012|regional|B08|21266|3,21266004,2012,regional,B08,0.968750,verification_candidate_only,not an inferred project record
2012|youth_c|B04|21205|3,21205019,2012,youth_c,B04,0.965753,verification_candidate_only,not an inferred project record
2012|youth_c|B04|21205|3,21205055,2012,youth_c,B04,0.965753,verification_candidate_only,not an inferred project record
2012|youth_c|B04|21205|3,21205085,2012,youth_c,B04,0.965753,verification_candidate_only,not an inferred project record
2012|youth_c|B04|21205|3,21205118,2012,youth_c,B04,0.965753,verification_candidate_only,not an inferred project record
2012|youth_c|B04|21205|3,21205145,2012,youth_c,B04,0.965753,verification_candidate_only,not an inferred project record
2012|youth_c|B06|21207|3,21207072,2012,youth_c,B06,0.987879,verification_candidate_only,not an inferred project record
2012|youth_c|B06|21207|3,21207135,2012,youth_c,B06,0.987879,verification_candidate_only,not an inferred project record
2012|youth_c|B08|21206|3,21206004,2012,youth_c,B08,0.980392,verification_candidate_only,not an inferred project record
2012|youth_c|B08|21206|3,21206005,2012,youth_c,B08,0.980392,verification_candidate_only,not an inferred project record
2012|youth_c|B08|21206|3,21206026,2012,youth_c,B08,0.980392,verification_candidate_only,not an inferred project record
2012|youth_c|B08|21206|3,21206071,2012,youth_c,B08,0.980392,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375007,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375011,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375054,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375082,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375090,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375105,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375118,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B04|21375|3,21375151,2013,general,B04,0.948718,verification_candidate_only,not an inferred project record
2013|general|B08|21376|3,21376033,2013,general,B08,0.989474,verification_candidate_only,not an inferred project record
2013|general|B08|21376|3,21376092,2013,general,B08,0.989474,verification_candidate_only,not an inferred project record
2013|general|B08|21376|3,21376210,2013,general,B08,0.989474,verification_candidate_only,not an inferred project record
2013|key|B01|21331|3,21331004,2013,key,B01,0.857143,verification_candidate_only,not an inferred project record
2013|key|B01|21332|3,21332004,2013,key,B01,0.800000,verification_candidate_only,not an inferred project record
2013|key|B01|21332|3,21332006,2013,key,B01,0.800000,verification_candidate_only,not an inferred project record
2013|regional|B04|21365|3,21365003,2013,regional,B04,0.923077,verification_candidate_only,not an inferred project record
2013|regional|B04|21365|3,21365008,2013,regional,B04,0.923077,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305033,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305043,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305057,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305061,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305062,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305096,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305101,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305105,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305108,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B04|21305|3,21305163,2013,youth_c,B04,0.939394,verification_candidate_only,not an inferred project record
2013|youth_c|B08|21306|3,21306035,2013,youth_c,B08,0.987234,verification_candidate_only,not an inferred project record
2013|youth_c|B08|21306|3,21306124,2013,youth_c,B08,0.987234,verification_candidate_only,not an inferred project record
2013|youth_c|B08|21306|3,21306200,2013,youth_c,B08,0.987234,verification_candidate_only,not an inferred project record
2014|general|B04|21475|3,21475039,2014,general,B04,0.967532,verification_candidate_only,not an inferred project record
2014|general|B04|21475|3,21475054,2014,general,B04,0.967532,verification_candidate_only,not an inferred project record
2014|general|B04|21475|3,21475068,2014,general,B04,0.967532,verification_candidate_only,not an inferred project record
2014|general|B04|21475|3,21475081,2014,general,B04,0.967532,verification_candidate_only,not an inferred project record
2014|general|B04|21475|3,21475113,2014,general,B04,0.967532,verification_candidate_only,not an inferred project record
2014|general|B08|21476|3,21476145,2014,general,B08,0.992647,verification_candidate_only,not an inferred project record
2014|general|B08|21476|3,21476271,2014,general,B08,0.992647,verification_candidate_only,not an inferred project record
2014|key|B01|21431|3,21431007,2014,key,B01,0.857143,verification_candidate_only,not an inferred project record
2014|key|B01|21432|3,21432008,2014,key,B01,0.909091,verification_candidate_only,not an inferred project record
2014|regional|B04|21465|3,21465016,2014,regional,B04,0.923077,verification_candidate_only,not an inferred project record
2014|regional|B04|21465|3,21465018,2014,regional,B04,0.923077,verification_candidate_only,not an inferred project record
2014|regional|B06|21467|3,21467024,2014,regional,B06,0.967742,verification_candidate_only,not an inferred project record
2014|regional|B08|21466|3,21466033,2014,regional,B08,0.972973,verification_candidate_only,not an inferred project record
2014|youth_c|B04|21405|3,21405068,2014,youth_c,B04,0.983607,verification_candidate_only,not an inferred project record
2014|youth_c|B04|21405|3,21405110,2014,youth_c,B04,0.983607,verification_candidate_only,not an inferred project record
2014|youth_c|B04|21405|3,21405168,2014,youth_c,B04,0.983607,verification_candidate_only,not an inferred project record
2014|youth_c|B08|21406|3,21406149,2014,youth_c,B08,0.996350,verification_candidate_only,not an inferred project record
2015|general|B04|21575|3,21575011,2015,general,B04,0.970238,verification_candidate_only,not an inferred project record
2015|general|B04|21575|3,21575039,2015,general,B04,0.970238,verification_candidate_only,not an inferred project record
2015|general|B04|21575|3,21575094,2015,general,B04,0.970238,verification_candidate_only,not an inferred project record
2015|general|B04|21575|3,21575128,2015,general,B04,0.970238,verification_candidate_only,not an inferred project record
2015|general|B04|21575|3,21575131,2015,general,B04,0.970238,verification_candidate_only,not an inferred project record
2015|general|B06|21577|3,21577032,2015,general,B06,0.994413,verification_candidate_only,not an inferred project record
2015|key|B01|21532|3,21532002,2015,key,B01,0.800000,verification_candidate_only,not an inferred project record
2015|key|B01|21532|3,21532005,2015,key,B01,0.800000,verification_candidate_only,not an inferred project record
2015|regional|B04|21565|3,21565022,2015,regional,B04,0.969697,verification_candidate_only,not an inferred project record
2015|youth_c|B04|21505|3,21505009,2015,youth_c,B04,0.975309,verification_candidate_only,not an inferred project record
2015|youth_c|B04|21505|3,21505085,2015,youth_c,B04,0.975309,verification_candidate_only,not an inferred project record
2015|youth_c|B04|21505|3,21505099,2015,youth_c,B04,0.975309,verification_candidate_only,not an inferred project record
