candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,existence_status,evidence_level,confirmed_sources,publication_evidence_count,openalex_award_id,project_title_candidate,lead_investigator_candidate,institution_candidate,official_confirmation_status,next_action,warning
51176037,E,2011,general,E06,confirmed_bibliographic,C_bibliographic,crossref,8,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51807031,E,2018,youth_c,E07,confirmed_bibliographic,C_bibliographic,crossref,6,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51371058,E,2013,general,E01,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51407099,E,2014,youth_c,E07,confirmed_bibliographic,C_bibliographic,crossref,3,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52007116,E,2020,youth_c,E07,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51702252,E,2017,youth_c,E02,confirmed_bibliographic,C_bibliographic,crossref,4,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22106044,B,2021,youth_c,B06,confirmed_bibliographic,C_bibliographic,crossref,5,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51177054,E,2011,general,E07,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51972310,E,2019,general,E02,confirmed_bibliographic,C_bibliographic,crossref,11,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51972311,E,2019,general,E02,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
50972046,E,2009,general,E02,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52108229,E,2021,youth_c,E08,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52108449,E,2021,youth_c,E08,confirmed_bibliographic,C_bibliographic,crossref,6,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52108479,E,2021,youth_c,E08,confirmed_bibliographic,C_bibliographic,crossref,6,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22101011,B,2021,youth_c,B01,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22101129,B,2021,youth_c,B01,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52079144,E,2020,general,E09,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22077109,B,2020,general,B07,confirmed_bibliographic,C_bibliographic,crossref,10,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
50672091,E,2006,general,E02,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22004067,B,2020,youth_c,B04,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51701178,E,2017,youth_c,E01,confirmed_bibliographic,C_bibliographic,crossref,3,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51401218,E,2014,youth_c,E01,confirmed_bibliographic,C_bibliographic,crossref,3,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51401229,E,2014,youth_c,E01,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51406211,E,2014,youth_c,E06,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51302192,E,2013,youth_c,E02,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51303119,E,2013,youth_c,E03,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51173050,E,2011,general,E03,confirmed_bibliographic,C_bibliographic,crossref,3,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51173172,E,2011,general,E03,confirmed_bibliographic,C_bibliographic,crossref,18,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52008101,E,2020,youth_c,E08,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52008397,E,2020,youth_c,E08,confirmed_bibliographic,C_bibliographic,crossref,5,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22103023,B,2021,youth_c,B03,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52105012,E,2021,youth_c,E05,confirmed_bibliographic,C_bibliographic,crossref,22,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52105199,E,2021,youth_c,E05,confirmed_bibliographic,C_bibliographic,crossref,3,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52105285,E,2021,youth_c,E05,confirmed_bibliographic,C_bibliographic,crossref,4,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52105436,E,2021,youth_c,E05,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52105476,E,2021,youth_c,E05,confirmed_bibliographic,C_bibliographic,crossref,4,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51501191,E,2015,youth_c,E01,confirmed_bibliographic,C_bibliographic,crossref,4,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52068003,E,2020,regional,E08,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
21901112,B,2019,youth_c,B01,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
21901231,B,2019,youth_c,B01,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
52065039,E,2020,regional,E05,confirmed_bibliographic,C_bibliographic,crossref,2,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51965048,E,2019,regional,E05,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51365030,E,2013,regional,E05,confirmed_bibliographic,C_bibliographic,crossref,6,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51764014,E,2017,regional,E04,confirmed_bibliographic,C_bibliographic,crossref,5,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51902352,E,2019,youth_c,E02,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
22061042,B,2020,regional,B01,confirmed_bibliographic,C_bibliographic,crossref,1,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
50671062,E,2006,general,E01,confirmed_bibliographic,C_bibliographic,crossref,4,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
21766012,B,2017,regional,B08,confirmed_bibliographic,C_bibliographic,crossref,16,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51662003,E,2016,regional,E02,confirmed_bibliographic,C_bibliographic,crossref,6,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
51862030,E,2018,regional,E02,confirmed_bibliographic,C_bibliographic,crossref,5,,,,,not_checked,official_or_institutional_confirmation,do not write candidate identity fields into the master project table
